Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           492  
profit                 -8   
profitPct              -2   
growth                 1    
totalTrades            13   
barCount               28   
maxDrawdown            -93  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      46   
returnOnAccount        0    
averageProfitPerTrade  -1   
numWinningTrades       6    
numLosingTrades        7    
averageWinningTrade    2    
averageLosingTrade     -2   
expectedValue          0    
