Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           158  
profit                 58   
profitPct              58   
growth                 2    
totalTrades            19   
barCount               46   
maxDrawdown            -46  
maxDrawdownPct         -30  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      37   
returnOnAccount        2    
averageProfitPerTrade  3    
numWinningTrades       7    
numLosingTrades        12   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
