Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           147  
profit                 47   
profitPct              47   
growth                 1    
totalTrades            18   
barCount               34   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      56   
returnOnAccount        2    
averageProfitPerTrade  3    
numWinningTrades       10   
numLosingTrades        8    
averageWinningTrade    1    
averageLosingTrade     -1   
expectedValue          0    
