Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           126  
profit                 26   
profitPct              26   
growth                 1    
totalTrades            3    
barCount               14   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           4    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        3    
averageProfitPerTrade  9    
numWinningTrades       1    
numLosingTrades        2    
averageWinningTrade    97   
averageLosingTrade     -13  
expectedValue          23   
