Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           137  
profit                 37   
profitPct              37   
growth                 1    
totalTrades            12   
barCount               48   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        2    
averageProfitPerTrade  3    
numWinningTrades       3    
numLosingTrades        9    
averageWinningTrade    164  
averageLosingTrade     -34  
expectedValue          16   
