Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           679  
profit                 -36  
profitPct              -5   
growth                 1    
totalTrades            1    
barCount               1    
maxDrawdown            -36  
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        0    
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -36  
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
