Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           110  
profit                 10   
profitPct              10   
growth                 1    
totalTrades            5    
barCount               27   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        1    
averageProfitPerTrade  2    
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
