Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           1291 
profit                 1191 
profitPct              1191 
growth                 13   
totalTrades            12   
barCount               64   
maxDrawdown            -111 
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             16   
rmultipleStdDev        55   
systemQuality          0    
profitFactor           8    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        45   
averageProfitPerTrade  99   
numWinningTrades       3    
numLosingTrades        9    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
