Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           135  
profit                 35   
profitPct              35   
growth                 1    
totalTrades            12   
barCount               77   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      58   
returnOnAccount        2    
averageProfitPerTrade  3    
numWinningTrades       7    
numLosingTrades        5    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
