Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           852  
profit                 227  
profitPct              36   
growth                 1    
totalTrades            15   
barCount               27   
maxDrawdown            -211 
maxDrawdownPct         -22  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        2    
averageProfitPerTrade  15   
numWinningTrades       6    
numLosingTrades        9    
averageWinningTrade    10   
averageLosingTrade     -5   
expectedValue          1    
