Metric                 Value 
---------------------  ------
startingCapital        10000 
finalCapital           22458 
profit                 12458 
profitPct              125   
growth                 2     
totalTrades            146   
barCount               513   
maxDrawdown            -11798
maxDrawdownPct         -43   
maxRiskPct             5     
expectency             0     
rmultipleStdDev        2     
systemQuality          0     
profitFactor           1     
proportionProfitable   0     
percentProfitable      39    
returnOnAccount        3     
averageProfitPerTrade  85    
numWinningTrades       57    
numLosingTrades        89    
averageWinningTrade    1     
averageLosingTrade     0     
expectedValue          0     
