Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           1340 
profit                 715  
profitPct              114  
growth                 2    
totalTrades            11   
barCount               18   
maxDrawdown            -60  
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           8    
proportionProfitable   1    
percentProfitable      82   
returnOnAccount        23   
averageProfitPerTrade  65   
numWinningTrades       9    
numLosingTrades        2    
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          2    
