Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           77   
profit                 -23  
profitPct              -23  
growth                 1    
totalTrades            5    
barCount               4    
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        0    
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -5   
numWinningTrades       0    
numLosingTrades        5    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
