Metric                 Value
---------------------  -----
startingCapital        5000 
finalCapital           4922 
profit                 -78  
profitPct              -2   
growth                 1    
totalTrades            12   
barCount               24   
maxDrawdown            -1508
maxDrawdownPct         -30  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        0    
averageProfitPerTrade  -6   
numWinningTrades       3    
numLosingTrades        9    
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          0    
