Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           157  
profit                 57   
profitPct              57   
growth                 2    
totalTrades            14   
barCount               54   
maxDrawdown            -26  
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      36   
returnOnAccount        2    
averageProfitPerTrade  4    
numWinningTrades       5    
numLosingTrades        9    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
