Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           405  
profit                 -95  
profitPct              -19  
growth                 1    
totalTrades            1    
barCount               81   
maxDrawdown            -95  
maxDrawdownPct         -19  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -95  
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -4   
expectedValue          -4   
