Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           143  
profit                 43   
profitPct              43   
growth                 1    
totalTrades            10   
barCount               52   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        2    
averageProfitPerTrade  4    
numWinningTrades       2    
numLosingTrades        8    
averageWinningTrade    9    
averageLosingTrade     -2   
expectedValue          1    
