Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           162  
profit                 62   
profitPct              62   
growth                 2    
totalTrades            23   
barCount               69   
maxDrawdown            -81  
maxDrawdownPct         -34  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      30   
returnOnAccount        2    
averageProfitPerTrade  3    
numWinningTrades       7    
numLosingTrades        16   
averageWinningTrade    5    
averageLosingTrade     -1   
expectedValue          1    
