Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           94   
profit                 -6   
profitPct              -6   
growth                 1    
totalTrades            19   
barCount               32   
maxDrawdown            -15  
maxDrawdownPct         -15  
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      21   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       4    
numLosingTrades        15   
averageWinningTrade    14   
averageLosingTrade     -4   
expectedValue          0    
