direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget,entry,open,high,low,close,volume,time,longTermDirection,upTrendCounter,downTrendCounter,longSma,shortSma,longEma,shortEma,rsi
1,2020/06/17,39.6,2020/06/19,44.19,4.589999999999996,11.590909090909081,1.1159090909090907,2.000000000000004,,5.795454545454529,1,exit-rule,38.808,,,[object Object],834.5,834.6,815.71,818.87,8089700,2020-05-25T23:00:00.000Z,1,7,0,,814.2457142857141,,803.4130752426578,66.48444617987762
1,2020/07/02,48.42,2020/07/06,47.4516,-0.9684000000000026,-2.0000000000000053,0.98,2.0000000000000053,,-1,0,stop-loss,47.4516,,,[object Object],447.94,451,428.8,442.15,86406819,2020-09-17T23:00:00.000Z,1,4,0,956.1053333333331,417.2542857142857,783.3690796510017,439.08896320042385,57.66516470176738
1,2020/08/03,44.785,2020/08/06,46.21,1.4250000000000043,3.1818689293290263,1.0318186892932903,1.9999999999999956,,1.5909344646645167,2,exit-rule,43.8893,,,[object Object],422.7,432.95,421.25,422.64,32370461,2020-10-20T23:00:00.000Z,1,6,0,424.71699999999987,438.8442857142857,506.39564979135525,431.88756408363633,41.06066974919433
1,2020/08/25,45.91,2020/08/27,45.7835,-0.12650000000000006,-0.2755390982356787,0.9972446090176432,1.9999999999999976,,-0.1377695491178395,1,exit-rule,44.9918,,,[object Object],540.4,559.99,526.2,555.38,52058771,2020-11-24T00:00:00.000Z,1,4,0,436.8806666666667,486.06428571428575,462.5904803346896,496.4334974895272,79.56965590073045
1,2020/10/07,48.13,2020/10/08,47.1674,-0.9626000000000019,-2.000000000000004,0.98,2.000000000000004,,-1,0,stop-loss,47.1674,,,[object Object],240.39,242.61,238.22,241.57,9340944,2020-06-17T23:00:00.000Z,1,6,0,192.27900000000002,231.78857142857143,383.0336878676134,231.81982499272888,75.84283692666278
1,2020/10/12,49.4297,2020/10/13,48.441106,-0.9885939999999991,-1.9999999999999982,0.98,1.9999999999999982,,-1,0,stop-loss,48.441106,,,[object Object],274.45,290.88,273.99,290.69,9318392,2020-08-19T23:00:00.000Z,1,5,0,258.2946666666666,262.29,266.3544668106084,269.2213819051538,63.81875563570784
1,2020/11/04,45.58,2020/11/05,44.6684,-0.9116,-2,0.98,2,,-1,0,stop-loss,44.6684,,,[object Object],279,293.7216,275.8101,290.44,4602867,2020-08-24T23:00:00.000Z,1,8,0,260.502,281.36428571428576,270.1864983063317,279.8515204912367,56.780578320705125
1,2020/11/09,49.78,2020/11/10,48.7844,-0.9956000000000031,-2.000000000000006,0.98,2.000000000000006,,-1,0,stop-loss,48.7844,,,[object Object],389,417.82,387,413.125,9260430,2020-09-16T23:00:00.000Z,1,5,0,323.23283333333336,398.98214285714283,344.2023960333833,398.97852289970547,66.8770749918069
1,2020/11/20,59.3478,2020/11/24,64,4.652200000000001,7.838875240531243,1.0783887524053124,2.0000000000000036,,3.9194376202656143,1,exit-rule,58.160844,,,[object Object],494,520,493,518.79,8941474,2020-10-12T23:00:00.000Z,1,4,0,448.40116666666665,489.36,442.5095067151728,493.08897256489456,55.278066828535096
1,2020/11/30,63.45,2020/12/01,62.181000000000004,-1.2689999999999984,-1.9999999999999973,0.98,1.9999999999999973,,-1,0,stop-loss,62.181000000000004,,,[object Object],435.85,448.48,433.3301,443.72,8763739,2020-11-25T00:00:00.000Z,1,5,0,468.6836666666667,424.58714285714296,446.139942371365,429.36927723390136,40.526146477463634
1,2020/12/14,78.4058,2020/12/15,76.837684,-1.5681160000000034,-2.000000000000004,0.98,2.000000000000004,,-1,0,stop-loss,76.837684,,,[object Object],403.8,408.11,398.25,406.01,6174772,2020-12-18T00:00:00.000Z,1,5,0,416.87000000000006,400.2885714285715,421.2504466897191,402.9882790840532,25.070636069188865
1,2020/12/17,79.41,2020/12/21,83.8,4.390000000000001,5.528270998614785,1.055282709986148,2.000000000000001,,2.7641354993073914,1,exit-rule,77.8218,,,[object Object],118.02,126.68,118.01,124.46,7595200,2020-07-07T23:00:00.000Z,1,6,0,99.265,114.26571428571428,137.73621335090596,115.07345803766489,67.54124428543034
