Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           114  
profit                 14   
profitPct              14   
growth                 1    
totalTrades            4    
barCount               38   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        1    
averageProfitPerTrade  4    
numWinningTrades       1    
numLosingTrades        3    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          0    
