Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           197  
profit                 97   
profitPct              97   
growth                 2    
totalTrades            7    
barCount               4    
maxDrawdown            -5   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             6    
rmultipleStdDev        9    
systemQuality          1    
profitFactor           12   
proportionProfitable   0    
percentProfitable      43   
returnOnAccount        24   
averageProfitPerTrade  14   
numWinningTrades       3    
numLosingTrades        4    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          1    
