Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           648  
profit                 121  
profitPct              23   
growth                 1    
totalTrades            3    
barCount               2    
maxDrawdown            -11  
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             4    
rmultipleStdDev        5    
systemQuality          1    
profitFactor           13   
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        12   
averageProfitPerTrade  40   
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          2    
