Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           287  
profit                 187  
profitPct              187  
growth                 3    
totalTrades            8    
barCount               35   
maxDrawdown            -18  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             3    
rmultipleStdDev        6    
systemQuality          1    
profitFactor           7    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        19   
averageProfitPerTrade  23   
numWinningTrades       4    
numLosingTrades        4    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          1    
