Metric                 Value
---------------------  -----
startingCapital        135  
finalCapital           355  
profit                 220  
profitPct              163  
growth                 3    
totalTrades            13   
barCount               8    
maxDrawdown            -25  
maxDrawdownPct         -11  
maxRiskPct             2    
expectency             4    
rmultipleStdDev        8    
systemQuality          1    
profitFactor           12   
proportionProfitable   0    
percentProfitable      38   
returnOnAccount        14   
averageProfitPerTrade  17   
numWinningTrades       5    
numLosingTrades        8    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
