Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           161  
profit                 61   
profitPct              61   
growth                 2    
totalTrades            11   
barCount               43   
maxDrawdown            -26  
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      27   
returnOnAccount        2    
averageProfitPerTrade  6    
numWinningTrades       3    
numLosingTrades        8    
averageWinningTrade    26   
averageLosingTrade     -4   
expectedValue          4    
