Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           93   
profit                 -7   
profitPct              -7   
growth                 1    
totalTrades            7    
barCount               39   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      29   
returnOnAccount        0    
averageProfitPerTrade  -1   
numWinningTrades       2    
numLosingTrades        5    
averageWinningTrade    15   
averageLosingTrade     -7   
expectedValue          -1   
