Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           89   
profit                 -11  
profitPct              -11  
growth                 1    
totalTrades            6    
barCount               21   
maxDrawdown            -19  
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        -1   
averageProfitPerTrade  -2   
numWinningTrades       2    
numLosingTrades        4    
averageWinningTrade    11   
averageLosingTrade     -10  
expectedValue          -3   
