Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           61   
profit                 -39  
profitPct              -39  
growth                 1    
totalTrades            25   
barCount               57   
maxDrawdown            -49  
maxDrawdownPct         -49  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      28   
returnOnAccount        -1   
averageProfitPerTrade  -2   
numWinningTrades       7    
numLosingTrades        18   
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
