Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           109  
profit                 9    
profitPct              9    
growth                 1    
totalTrades            9    
barCount               40   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      78   
returnOnAccount        2    
averageProfitPerTrade  1    
numWinningTrades       7    
numLosingTrades        2    
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          0    
