Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           615  
profit                 115  
profitPct              23   
growth                 1    
totalTrades            11   
barCount               48   
maxDrawdown            -113 
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      45   
returnOnAccount        1    
averageProfitPerTrade  10   
numWinningTrades       5    
numLosingTrades        6    
averageWinningTrade    5    
averageLosingTrade     -2   
expectedValue          1    
