Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           202  
profit                 102  
profitPct              102  
growth                 2    
totalTrades            15   
barCount               43   
maxDrawdown            -45  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        5    
averageProfitPerTrade  7    
numWinningTrades       6    
numLosingTrades        9    
averageWinningTrade    123  
averageLosingTrade     -24  
expectedValue          35   
