Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           182  
profit                 82   
profitPct              82   
growth                 2    
totalTrades            12   
barCount               29   
maxDrawdown            -11  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           7    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        8    
averageProfitPerTrade  7    
numWinningTrades       8    
numLosingTrades        4    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          1    
