Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           117  
profit                 17   
profitPct              17   
growth                 1    
totalTrades            3    
barCount               61   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           6    
proportionProfitable   1    
percentProfitable      67   
returnOnAccount        3    
averageProfitPerTrade  6    
numWinningTrades       2    
numLosingTrades        1    
averageWinningTrade    22   
averageLosingTrade     -8   
expectedValue          12   
