Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           624  
profit                 97   
profitPct              18   
growth                 1    
totalTrades            3    
barCount               1    
maxDrawdown            -26  
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             3    
rmultipleStdDev        7    
systemQuality          0    
profitFactor           4    
proportionProfitable   0    
percentProfitable      33   
returnOnAccount        5    
averageProfitPerTrade  32   
numWinningTrades       1    
numLosingTrades        2    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          0    
