Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           172  
profit                 72   
profitPct              72   
growth                 2    
totalTrades            4    
barCount               41   
maxDrawdown            -10  
maxDrawdownPct         -10  
maxRiskPct             5    
expectency             4    
rmultipleStdDev        11   
systemQuality          0    
profitFactor           4    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        7    
averageProfitPerTrade  18   
numWinningTrades       1    
numLosingTrades        3    
averageWinningTrade    16   
averageLosingTrade     -1   
expectedValue          3    
