Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           161  
profit                 61   
profitPct              61   
growth                 2    
totalTrades            10   
barCount               33   
maxDrawdown            -3   
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             2    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           13   
proportionProfitable   1    
percentProfitable      80   
returnOnAccount        31   
averageProfitPerTrade  6    
numWinningTrades       8    
numLosingTrades        2    
averageWinningTrade    4    
averageLosingTrade     -1   
expectedValue          3    
