Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           776  
profit                 151  
profitPct              24   
growth                 1    
totalTrades            5    
barCount               17   
maxDrawdown            -89  
maxDrawdownPct         -14  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        5    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      20   
returnOnAccount        2    
averageProfitPerTrade  30   
numWinningTrades       1    
numLosingTrades        4    
averageWinningTrade    19   
averageLosingTrade     -3   
expectedValue          1    
