Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           135  
profit                 35   
profitPct              35   
growth                 1    
totalTrades            13   
barCount               35   
maxDrawdown            -3   
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          1    
profitFactor           4    
proportionProfitable   1    
percentProfitable      62   
returnOnAccount        18   
averageProfitPerTrade  3    
numWinningTrades       8    
numLosingTrades        5    
averageWinningTrade    8    
averageLosingTrade     -3   
expectedValue          3    
