Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           70   
profit                 -30  
profitPct              -30  
growth                 1    
totalTrades            1    
barCount               247  
maxDrawdown            -30  
maxDrawdownPct         -30  
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -30  
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -32  
expectedValue          -32  
