Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           102  
profit                 2    
profitPct              2    
growth                 1    
totalTrades            7    
barCount               22   
maxDrawdown            -7   
maxDrawdownPct         -7   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      43   
returnOnAccount        0    
averageProfitPerTrade  0    
numWinningTrades       3    
numLosingTrades        4    
averageWinningTrade    7    
averageLosingTrade     -4   
expectedValue          1    
