Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           107  
profit                 7    
profitPct              7    
growth                 1    
totalTrades            5    
barCount               26   
maxDrawdown            -14  
maxDrawdownPct         -14  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        0    
averageProfitPerTrade  1    
numWinningTrades       2    
numLosingTrades        3    
averageWinningTrade    2    
averageLosingTrade     0    
expectedValue          0    
