Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           111  
profit                 11   
profitPct              11   
growth                 1    
totalTrades            15   
barCount               58   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      47   
returnOnAccount        0    
averageProfitPerTrade  1    
numWinningTrades       7    
numLosingTrades        8    
averageWinningTrade    3    
averageLosingTrade     -2   
expectedValue          0    
