Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           1646 
profit                 932  
profitPct              130  
growth                 2    
totalTrades            17   
barCount               8    
maxDrawdown            -94  
maxDrawdownPct         -10  
maxRiskPct             2    
expectency             3    
rmultipleStdDev        6    
systemQuality          0    
profitFactor           11   
proportionProfitable   0    
percentProfitable      41   
returnOnAccount        14   
averageProfitPerTrade  55   
numWinningTrades       7    
numLosingTrades        10   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
