Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           114  
profit                 14   
profitPct              14   
growth                 1    
totalTrades            14   
barCount               55   
maxDrawdown            -5   
maxDrawdownPct         -4   
maxRiskPct             2    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        3    
averageProfitPerTrade  1    
numWinningTrades       7    
numLosingTrades        7    
averageWinningTrade    9    
averageLosingTrade     -5   
expectedValue          2    
