Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           1540 
profit                 915  
profitPct              146  
growth                 2    
totalTrades            13   
barCount               27   
maxDrawdown            -141 
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             2    
rmultipleStdDev        3    
systemQuality          1    
profitFactor           4    
proportionProfitable   1    
percentProfitable      54   
returnOnAccount        6    
averageProfitPerTrade  70   
numWinningTrades       7    
numLosingTrades        6    
averageWinningTrade    4    
averageLosingTrade     -1   
expectedValue          2    
