direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2020/12/24,6.875,2020/12/24,6.53125,-0.34375,-5,0.95,5,,-1,0,stop-loss,6.53125,,
long,2020/12/24,5.69,2020/12/24,5.4055,-0.2845000000000004,-5.000000000000007,0.95,5.000000000000007,,-1,0,stop-loss,5.4055,,
long,2020/12/24,6.65,2020/12/24,6.317500000000001,-0.3324999999999996,-4.999999999999993,0.9500000000000001,4.999999999999993,,-1,1,stop-loss,6.317500000000001,,
long,2020/12/24,6.35,2020/12/24,6.0325,-0.3174999999999999,-4.999999999999999,0.9500000000000001,4.999999999999999,,-1,0,stop-loss,6.0325,,
long,2020/12/24,5.76,2020/12/24,5.4719999999999995,-0.28800000000000026,-5.000000000000004,0.95,5.000000000000004,,-1,4,stop-loss,5.4719999999999995,,
long,2020/12/24,5.4,2020/12/24,5.130000000000001,-0.2699999999999996,-4.999999999999992,0.9500000000000001,4.999999999999992,,-1,0,stop-loss,5.130000000000001,,
long,2020/12/24,4.92,2020/12/24,4.6739999999999995,-0.24600000000000044,-5.000000000000009,0.95,5.000000000000009,,-1,3,stop-loss,4.6739999999999995,,
long,2020/12/24,5.14,2020/12/24,4.883,-0.2569999999999997,-4.999999999999994,0.9500000000000001,4.999999999999994,,-1,0,stop-loss,4.883,,
long,2020/12/24,5.41,2020/12/24,5.1395,-0.2705000000000002,-5.000000000000003,0.95,5.000000000000003,,-1,3,stop-loss,5.1395,,
long,2020/12/24,5.669,2020/12/24,5.385549999999999,-0.2834500000000002,-5.0000000000000036,0.95,5.0000000000000036,,-1,116,stop-loss,5.385549999999999,,
long,2020/12/24,4.07,2020/12/24,3.8665000000000003,-0.20350000000000001,-5,0.95,5,,-1,0,stop-loss,3.8665000000000003,,
long,2020/12/24,2.7838,2020/12/24,29.99,27.2062,977.3044040520153,10.773044040520153,5.000000000000006,,195.46088081040284,128,exit-rule,2.6446099999999997,,
long,2020/12/24,30.07,2020/12/24,30,-0.07000000000000028,-0.23279015630196304,0.9976720984369803,4.9999999999999964,,-0.04655803126039264,2,exit-rule,28.5665,,
long,2020/12/24,25.17,2020/12/24,30.11,4.939999999999998,19.626539531187913,1.1962653953118791,5.000000000000006,,3.925307906237578,8,exit-rule,23.9115,,
long,2020/12/24,35.5,2020/12/24,41.16,5.659999999999997,15.943661971830977,1.1594366197183097,4.9999999999999964,,3.188732394366198,1,exit-rule,33.725,,
long,2020/12/24,29.4,2020/12/24,27.93,-1.4699999999999989,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,0,stop-loss,27.93,,
long,2020/12/24,26.88,2020/12/24,25.535999999999998,-1.3440000000000012,-5.000000000000004,0.95,5.000000000000004,,-1,0,stop-loss,25.535999999999998,,
long,2020/12/24,24.66,2020/12/24,23.427,-1.2330000000000005,-5.000000000000003,0.95,5.000000000000003,,-1,3,stop-loss,23.427,,
long,2020/12/24,22.5,2020/12/24,21.375,-1.125,-5,0.95,5,,-1,7,stop-loss,21.375,,
