Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           3117 
profit                 2492 
profitPct              399  
growth                 5    
totalTrades            10   
barCount               97   
maxDrawdown            -563 
maxDrawdownPct         -19  
maxRiskPct             5    
expectency             7    
rmultipleStdDev        22   
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      30   
returnOnAccount        21   
averageProfitPerTrade  249  
numWinningTrades       3    
numLosingTrades        7    
averageWinningTrade    26   
averageLosingTrade     -4   
expectedValue          5    
