Metric                 Value
---------------------  -----
startingCapital        625  
finalCapital           920  
profit                 295  
profitPct              47   
growth                 1    
totalTrades            17   
barCount               31   
maxDrawdown            -125 
maxDrawdownPct         -15  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      59   
returnOnAccount        3    
averageProfitPerTrade  17   
numWinningTrades       10   
numLosingTrades        7    
averageWinningTrade    3    
averageLosingTrade     -2   
expectedValue          1    
