Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           879  
profit                 164  
profitPct              23   
growth                 1    
totalTrades            22   
barCount               35   
maxDrawdown            -445 
maxDrawdownPct         -62  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        7    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      14   
returnOnAccount        0    
averageProfitPerTrade  7    
numWinningTrades       3    
numLosingTrades        19   
averageWinningTrade    3    
averageLosingTrade     0    
expectedValue          0    
