Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           474  
profit                 -240 
profitPct              -34  
growth                 1    
totalTrades            8    
barCount               10   
maxDrawdown            -240 
maxDrawdownPct         -34  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        0    
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -30  
numWinningTrades       0    
numLosingTrades        8    
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          -1   
