direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2020/12/24,2.55,2020/12/24,2.4225,-0.12749999999999995,-4.999999999999998,0.9500000000000001,4.999999999999998,,-1,0,stop-loss,2.4225,,
long,2020/12/24,2.33,2020/12/24,2.2135000000000002,-0.11649999999999983,-4.999999999999993,0.9500000000000001,4.999999999999993,,-1,32,stop-loss,2.2135000000000002,,
long,2020/12/24,2.3,2020/12/24,2.64,0.3400000000000003,14.782608695652188,1.1478260869565218,5.00000000000001,,2.956521739130432,105,exit-rule,2.1849999999999996,,
long,2020/12/24,1.69,2020/12/24,1.6055,-0.08450000000000002,-5.000000000000001,0.95,5.000000000000001,,-1,0,stop-loss,1.6055,,
long,2020/12/24,1.5,2020/12/24,1.425,-0.07499999999999996,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,0,stop-loss,1.425,,
long,2020/12/24,1.58,2020/12/24,1.5010000000000001,-0.07899999999999996,-4.999999999999997,0.9500000000000001,4.999999999999997,,-1,0,stop-loss,1.5010000000000001,,
long,2020/12/24,1.6,2020/12/24,1.52,-0.08000000000000007,-5.000000000000004,0.95,5.000000000000004,,-1,0,stop-loss,1.52,,
long,2020/12/24,1.36,2020/12/24,1.292,-0.06800000000000006,-5.0000000000000036,0.95,5.0000000000000036,,-1,0,stop-loss,1.292,,
long,2020/12/24,1.56,2020/12/24,1.482,-0.07800000000000007,-5.000000000000004,0.95,5.000000000000004,,-1,0,stop-loss,1.482,,
long,2020/12/24,4.2,2020/12/24,3.99,-0.20999999999999996,-4.999999999999999,0.95,4.999999999999999,,-1,0,stop-loss,3.99,,
long,2020/12/24,0.27,2020/12/24,11.54,11.27,4174.074074074073,42.74074074074073,5.000000000000004,,834.814814814814,1363,exit-rule,0.2565,,
long,2020/12/24,11.38,2020/12/24,11.65,0.2699999999999996,2.3725834797890997,1.023725834797891,5.000000000000007,,0.4745166959578193,1,exit-rule,10.811,,
long,2020/12/24,11.3,2020/12/24,12.13,0.8300000000000001,7.345132743362832,1.0734513274336284,4.999999999999996,,1.4690265486725678,1,exit-rule,10.735000000000001,,
long,2020/12/24,11.4,2020/12/24,10.83,-0.5700000000000003,-5.000000000000003,0.95,5.000000000000003,,-1,4,stop-loss,10.83,,
long,2020/12/24,10.95,2020/12/24,11.06,0.11000000000000121,1.0045662100456731,1.0100456621004568,4.999999999999996,,0.20091324200913482,4,finalize,10.4025,,
