Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           11441
profit                 1441 
profitPct              14   
growth                 1    
totalTrades            35   
barCount               113  
maxDrawdown            -4013
maxDrawdownPct         -40  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      34   
returnOnAccount        0    
averageProfitPerTrade  41   
numWinningTrades       12   
numLosingTrades        23   
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          0    
