Metric                 Value
---------------------  -----
startingCapital        500  
finalCapital           490  
profit                 -10  
profitPct              -2   
growth                 1    
totalTrades            1    
barCount               3    
maxDrawdown            -10  
maxDrawdownPct         -2   
maxRiskPct             2    
expectency             -1   
rmultipleStdDev        0    
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -10  
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     0    
expectedValue          0    
