Metric                 Value
---------------------  -----
startingCapital        10000
finalCapital           7684 
profit                 -2316
profitPct              -23  
growth                 1    
totalTrades            71   
barCount               215  
maxDrawdown            -8912
maxDrawdownPct         -63  
maxRiskPct             5    
expectency             0    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           1    
proportionProfitable   0    
percentProfitable      25   
returnOnAccount        0    
averageProfitPerTrade  -33  
numWinningTrades       18   
numLosingTrades        53   
averageWinningTrade    6    
averageLosingTrade     -2   
expectedValue          0    
