Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           125  
profit                 25   
profitPct              25   
growth                 1    
totalTrades            20   
barCount               53   
maxDrawdown            -7   
maxDrawdownPct         -6   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        4    
averageProfitPerTrade  1    
numWinningTrades       10   
numLosingTrades        10   
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
