Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           576  
profit                 -138 
profitPct              -19  
growth                 1    
totalTrades            7    
barCount               19   
maxDrawdown            -189 
maxDrawdownPct         -26  
maxRiskPct             5    
expectency             -1   
rmultipleStdDev        1    
systemQuality          -1   
profitFactor           0    
proportionProfitable   0    
percentProfitable      14   
returnOnAccount        -1   
averageProfitPerTrade  -20  
numWinningTrades       1    
numLosingTrades        6    
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          -1   
