Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           122  
profit                 22   
profitPct              22   
growth                 1    
totalTrades            8    
barCount               20   
maxDrawdown            -15  
maxDrawdownPct         -14  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           3    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        2    
averageProfitPerTrade  3    
numWinningTrades       4    
numLosingTrades        4    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
