Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           126  
profit                 26   
profitPct              26   
growth                 1    
totalTrades            25   
barCount               19   
maxDrawdown            -17  
maxDrawdownPct         -13  
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      32   
returnOnAccount        2    
averageProfitPerTrade  1    
numWinningTrades       8    
numLosingTrades        17   
averageWinningTrade    3    
averageLosingTrade     -1   
expectedValue          0    
