Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           256  
profit                 156  
profitPct              156  
growth                 3    
totalTrades            10   
barCount               80   
maxDrawdown            -23  
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             3    
rmultipleStdDev        6    
systemQuality          0    
profitFactor           3    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        7    
averageProfitPerTrade  16   
numWinningTrades       4    
numLosingTrades        6    
averageWinningTrade    13   
averageLosingTrade     -3   
expectedValue          3    
