Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           128  
profit                 28   
profitPct              28   
growth                 1    
totalTrades            20   
barCount               54   
maxDrawdown            -5   
maxDrawdownPct         -5   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        2    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      45   
returnOnAccount        6    
averageProfitPerTrade  1    
numWinningTrades       9    
numLosingTrades        11   
averageWinningTrade    2    
averageLosingTrade     -1   
expectedValue          0    
