Metric                 Value
---------------------  -----
startingCapital        100  
finalCapital           106  
profit                 6    
profitPct              6    
growth                 1    
totalTrades            5    
barCount               11   
maxDrawdown            -3   
maxDrawdownPct         -3   
maxRiskPct             2    
expectency             1    
rmultipleStdDev        3    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      40   
returnOnAccount        2    
averageProfitPerTrade  1    
numWinningTrades       2    
numLosingTrades        3    
averageWinningTrade    1    
averageLosingTrade     0    
expectedValue          0    
