Metric                 Value
---------------------  -----
startingCapital        714  
finalCapital           1034 
profit                 319  
profitPct              45   
growth                 1    
totalTrades            11   
barCount               53   
maxDrawdown            -162 
maxDrawdownPct         -23  
maxRiskPct             5    
expectency             1    
rmultipleStdDev        4    
systemQuality          0    
profitFactor           2    
proportionProfitable   0    
percentProfitable      36   
returnOnAccount        2    
averageProfitPerTrade  29   
numWinningTrades       4    
numLosingTrades        7    
averageWinningTrade    41   
averageLosingTrade     -12  
expectedValue          7    
