Metric                 Value
---------------------  -----
startingCapital        5000 
finalCapital           4672 
profit                 -328 
profitPct              -7   
growth                 1    
totalTrades            1    
barCount               5    
maxDrawdown            -328 
maxDrawdownPct         -7   
maxRiskPct             NaN  
expectency             NaN  
rmultipleStdDev        NaN  
systemQuality          NaN  
profitFactor           0    
proportionProfitable   0    
percentProfitable      0    
returnOnAccount        -1   
averageProfitPerTrade  -328 
numWinningTrades       0    
numLosingTrades        1    
averageWinningTrade    0    
averageLosingTrade     -1   
expectedValue          -1   
